timestamp,machine_id,rotational_speed,temperature_air,torque,tool_wear,machine_failure,rotational_speed_roll_mean_8h,temperature_air_roll_mean_8h,torque_roll_mean_8h,tool_wear_roll_mean_8h,rotational_speed_roll_std_8h,temperature_air_roll_std_8h,torque_roll_std_8h,tool_wear_roll_std_8h,rotational_speed_roll_skew_8h,temperature_air_roll_skew_8h,torque_roll_skew_8h,tool_wear_roll_skew_8h,rotational_speed_trend_slope_24h,temperature_air_trend_slope_24h,torque_trend_slope_24h,tool_wear_trend_slope_24h,CSLM_cycles
2025-12-02 19:29:55.706345+00:00,H29494,1445.0,298.8,49.9,4.0,0,1445.0,298.8,49.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2025-12-02 19:35:55.706345+00:00,H29500,1436.0,299.0,43.9,20.0,0,1436.0,299.0,43.9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2025-12-02 19:57:55.706345+00:00,H29522,1621.0,298.9,32.7,75.0,0,1621.0,298.9,32.7,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
2025-12-02 20:00:55.706345+00:00,H29525,1499.0,298.7,43.5,84.0,0,1499.0,298.7,43.5,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
2025-12-02 20:25:55.706345+00:00,H29550,1420.0,298.7,45.7,143.0,0,1420.0,298.7,45.7,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
2025-12-02 20:27:55.706345+00:00,H29552,1449.0,298.8,49.4,150.0,0,1449.0,298.8,49.4,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
2025-12-02 20:32:55.706345+00:00,H29557,1407.0,298.6,50.5,164.0,0,1407.0,298.6,50.5,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0
2025-12-02 20:35:55.706345+00:00,H29560,1612.0,298.5,36.1,174.0,0,1612.0,298.5,36.1,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
2025-12-02 20:44:55.706345+00:00,H29569,1987.0,298.4,19.8,198.0,0,1987.0,298.4,19.8,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
2025-12-02 20:46:55.706345+00:00,H29571,1478.0,298.4,43.5,206.0,0,1478.0,298.4,43.5,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0
2025-12-02 20:55:55.706345+00:00,H29580,1612.0,298.4,32.6,10.0,0,1612.0,298.4,32.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2025-12-02 20:56:55.706345+00:00,H29581,1458.0,298.4,42.9,15.0,0,1458.0,298.4,42.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2025-12-02 21:10:55.706345+00:00,H29595,1824.0,298.2,24.2,49.0,0,1824.0,298.2,24.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2025-12-02 21:21:55.706345+00:00,H29606,1398.0,298.2,51.8,76.0,0,1398.0,298.2,51.8,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
2025-12-02 21:22:55.706345+00:00,H29607,1678.0,298.2,34.6,81.0,0,1678.0,298.2,34.6,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
2025-12-02 21:25:55.706345+00:00,H29610,1432.0,298.3,49.5,91.0,0,1432.0,298.3,49.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
2025-12-02 21:41:55.706345+00:00,H29626,1344.0,298.4,52.9,130.0,0,1344.0,298.4,52.9,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
2025-12-02 21:50:55.706345+00:00,H29635,1827.0,298.4,24.3,153.0,0,1827.0,298.4,24.3,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
2025-12-02 22:35:55.706345+00:00,H29680,1440.0,298.0,43.7,37.0,0,1440.0,298.0,43.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-12-02 22:37:55.706345+00:00,H29682,1800.0,297.9,24.8,44.0,0,1800.0,297.9,24.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2025-12-02 22:39:55.706345+00:00,H29684,1520.0,298.0,39.6,51.0,0,1520.0,298.0,39.6,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
2025-12-02 22:46:55.706345+00:00,H29691,1479.0,298.0,50.7,70.0,0,1479.0,298.0,50.7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2025-12-02 22:57:55.706345+00:00,H29702,1385.0,298.2,42.2,98.0,0,1385.0,298.2,42.2,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
2025-12-02 23:02:55.706345+00:00,H29707,1392.0,298.1,44.8,111.0,0,1392.0,298.1,44.8,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
2025-12-02 23:07:55.706345+00:00,H29712,2129.0,297.9,18.7,126.0,0,2129.0,297.9,18.7,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
2025-12-02 23:11:55.706345+00:00,H29716,1512.0,297.8,35.1,138.0,0,1512.0,297.8,35.1,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0
2025-12-02 23:19:55.706345+00:00,H29724,1526.0,298.0,41.8,160.0,0,1526.0,298.0,41.8,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
2025-12-02 23:29:55.706345+00:00,H29734,1550.0,297.8,38.2,185.0,0,1550.0,297.8,38.2,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
2025-12-02 23:37:55.706345+00:00,H29742,1703.0,297.6,31.4,205.0,0,1703.0,297.6,31.4,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
2025-12-02 23:38:55.706345+00:00,H29743,1720.0,297.7,29.9,210.0,0,1720.0,297.7,29.9,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
2025-12-02 23:59:55.706345+00:00,H29764,1400.0,297.6,44.3,43.0,0,1400.0,297.6,44.3,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
2025-12-03 00:02:55.706345+00:00,H29767,1674.0,297.5,30.0,54.0,0,1674.0,297.5,30.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2025-12-03 00:11:55.706345+00:00,H29776,1640.0,297.6,30.9,79.0,0,1640.0,297.6,30.9,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
2025-12-03 00:18:55.706345+00:00,H29783,1587.0,297.5,36.1,98.0,0,1587.0,297.5,36.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
2025-12-03 00:47:55.706345+00:00,H29812,1502.0,297.4,43.6,169.0,0,1502.0,297.4,43.6,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
2025-12-03 01:30:55.706345+00:00,H29855,1393.0,297.5,46.6,56.0,0,1393.0,297.5,46.6,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2025-12-03 01:32:55.706345+00:00,H29857,1469.0,297.4,45.1,63.0,0,1469.0,297.4,45.1,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
2025-12-03 01:40:55.706345+00:00,H29865,1440.0,297.5,46.1,84.0,0,1440.0,297.5,46.1,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
2025-12-03 01:45:55.706345+00:00,H29870,1478.0,297.3,47.6,98.0,0,1478.0,297.3,47.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
2025-12-03 01:49:55.706345+00:00,H29874,1431.0,297.3,42.0,109.0,0,1431.0,297.3,42.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
2025-12-03 01:59:55.706345+00:00,H29884,1499.0,297.3,44.2,134.0,0,1499.0,297.3,44.2,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0
2025-12-03 02:00:55.706345+00:00,H29885,1419.0,297.3,42.4,139.0,0,1419.0,297.3,42.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
2025-12-03 02:06:55.706345+00:00,H29891,1468.0,297.4,41.4,156.0,0,1468.0,297.4,41.4,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
2025-12-03 02:24:55.706345+00:00,H29909,1459.0,297.5,49.7,201.0,0,1459.0,297.5,49.7,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0
2025-12-03 02:36:55.706345+00:00,H29921,1445.0,297.8,48.2,10.0,0,1445.0,297.8,48.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2025-12-03 03:04:55.706345+00:00,H29949,1365.0,297.4,52.4,76.0,0,1365.0,297.4,52.4,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
2025-12-03 03:06:55.706345+00:00,H29951,1516.0,297.4,43.0,83.0,0,1516.0,297.4,43.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
2025-12-03 03:12:55.706345+00:00,H29957,1563.0,297.5,36.1,100.0,0,1563.0,297.5,36.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2025-12-03 03:23:55.706345+00:00,H29968,1368.0,297.5,45.3,129.0,0,1368.0,297.5,45.3,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
2025-12-03 03:33:55.706345+00:00,H29978,1669.0,297.6,32.1,155.0,0,1669.0,297.6,32.1,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
2025-12-03 03:34:55.706345+00:00,H29979,1570.0,297.7,35.8,160.0,0,1570.0,297.7,35.8,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
2025-12-03 03:45:55.706345+00:00,H29990,1440.0,297.7,51.1,191.0,0,1440.0,297.7,51.1,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
2025-12-03 03:52:55.706345+00:00,H29997,1697.0,297.7,32.2,210.0,0,1697.0,297.7,32.2,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
2025-12-03 03:53:55.706345+00:00,H29998,1419.0,297.6,48.2,215.0,0,1419.0,297.6,48.2,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0
2025-12-03 03:56:55.706345+00:00,H30001,1623.0,297.6,33.1,224.0,0,1623.0,297.6,33.1,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0
2025-12-03 04:00:55.706345+00:00,H30005,1525.0,297.5,41.7,235.0,0,1525.0,297.5,41.7,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0
2025-12-03 04:01:55.706345+00:00,H30006,1668.0,297.5,27.9,240.0,0,1668.0,297.5,27.9,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
2025-12-03 04:03:55.706345+00:00,H30008,1278.0,297.6,50.4,2.0,0,1278.0,297.6,50.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2025-12-03 04:06:55.706345+00:00,H30011,1428.0,297.6,46.6,13.0,0,1428.0,297.6,46.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2025-12-03 04:08:55.706345+00:00,H30013,1616.0,297.7,31.1,20.0,0,1616.0,297.7,31.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2025-12-03 04:25:55.706345+00:00,H30030,1686.0,298.1,29.1,60.0,0,1686.0,298.1,29.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2025-12-03 04:27:55.706345+00:00,H30032,1433.0,298.2,44.2,68.0,0,1433.0,298.2,44.2,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
2025-12-03 04:33:55.706345+00:00,H30038,1509.0,298.3,37.6,85.0,0,1509.0,298.3,37.6,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
2025-12-03 04:41:55.706345+00:00,H30046,1419.0,298.3,47.1,105.0,0,1419.0,298.3,47.1,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
2025-12-03 04:53:55.706345+00:00,H30058,1608.0,297.7,30.2,135.0,0,1608.0,297.7,30.2,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
2025-12-03 04:57:55.706345+00:00,H30062,1400.0,297.7,48.9,147.0,0,1400.0,297.7,48.9,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
2025-12-03 05:18:55.706345+00:00,H30083,1471.0,297.5,37.7,197.0,0,1471.0,297.5,37.7,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
2025-12-03 05:25:55.706345+00:00,H30090,1577.0,297.9,34.7,5.0,0,1577.0,297.9,34.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2025-12-03 05:31:55.706345+00:00,H30096,1410.0,297.8,48.8,23.0,0,1410.0,297.8,48.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2025-12-03 05:37:55.706345+00:00,H30102,1735.0,297.6,26.4,41.0,0,1735.0,297.6,26.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
2025-12-03 05:38:55.706345+00:00,H30103,1354.0,297.6,55.6,46.0,0,1354.0,297.6,55.6,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2025-12-03 05:39:55.706345+00:00,H30104,1413.0,297.6,40.2,51.0,0,1413.0,297.6,40.2,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
2025-12-03 05:48:55.706345+00:00,H30113,1416.0,297.5,39.2,74.0,0,1416.0,297.5,39.2,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
2025-12-03 05:52:55.706345+00:00,H30117,1479.0,297.7,40.9,87.0,0,1479.0,297.7,40.9,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
2025-12-03 06:05:55.706345+00:00,H30130,1420.0,297.4,45.8,120.0,0,1420.0,297.4,45.8,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
2025-12-03 06:16:55.706345+00:00,H30141,1499.0,297.3,37.6,147.0,0,1499.0,297.3,37.6,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
2025-12-03 06:23:55.706345+00:00,H30148,1305.0,297.0,54.6,168.0,0,1305.0,297.0,54.6,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
2025-12-03 06:26:55.706345+00:00,H30151,1474.0,296.9,39.2,177.0,0,1474.0,296.9,39.2,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
2025-12-03 06:37:55.706345+00:00,H30162,1528.0,296.7,46.3,203.0,0,1528.0,296.7,46.3,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0
2025-12-03 06:44:55.706345+00:00,H30169,1492.0,296.8,43.7,222.0,0,1492.0,296.8,43.7,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0
2025-12-03 07:00:55.706345+00:00,H30185,1311.0,296.8,58.6,19.0,0,1311.0,296.8,58.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2025-12-03 07:01:55.706345+00:00,H30186,1453.0,296.8,51.0,24.0,0,1453.0,296.8,51.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2025-12-03 07:12:55.706345+00:00,H30197,1579.0,296.7,33.4,50.0,0,1579.0,296.7,33.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
2025-12-03 07:23:55.706345+00:00,H30208,1547.0,296.9,32.6,79.0,0,1547.0,296.9,32.6,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
2025-12-03 07:32:55.706345+00:00,H30217,1549.0,296.9,37.8,104.0,0,1549.0,296.9,37.8,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
2025-12-03 08:03:55.706345+00:00,H30248,1333.0,296.6,50.2,177.0,0,1333.0,296.6,50.2,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
2025-12-03 08:07:55.706345+00:00,H30252,1406.0,296.6,41.5,189.0,0,1406.0,296.6,41.5,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
2025-12-03 08:18:55.706345+00:00,H30263,1586.0,296.4,35.5,0.0,0,1586.0,296.4,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03 08:28:55.706345+00:00,H30273,1542.0,296.2,40.6,28.0,0,1542.0,296.2,40.6,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2025-12-03 08:29:55.706345+00:00,H30274,1541.0,296.1,32.6,33.0,0,1541.0,296.1,32.6,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2025-12-03 08:31:55.706345+00:00,H30276,1645.0,296.1,31.0,41.0,0,1645.0,296.1,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
2025-12-03 08:36:55.706345+00:00,H30281,1594.0,295.9,33.2,55.0,0,1594.0,295.9,33.2,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2025-12-03 08:56:55.706345+00:00,H30301,2161.0,295.7,16.5,105.0,0,2161.0,295.7,16.5,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
2025-12-03 09:08:55.706345+00:00,H30313,1329.0,295.6,55.3,135.0,0,1329.0,295.6,55.3,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
2025-12-03 09:10:55.706345+00:00,H30315,1256.0,295.6,62.3,142.0,0,1256.0,295.6,62.3,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
2025-12-03 09:13:55.706345+00:00,H30318,1458.0,295.7,49.8,151.0,0,1458.0,295.7,49.8,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
2025-12-03 09:30:55.706345+00:00,H30335,1593.0,295.5,37.2,197.0,0,1593.0,295.5,37.2,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
2025-12-03 09:34:55.706345+00:00,H30339,1623.0,295.6,30.9,210.0,0,1623.0,295.6,30.9,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
2025-12-03 09:36:55.706345+00:00,H30341,1396.0,295.6,52.4,0.0,0,1396.0,295.6,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03 10:00:55.706345+00:00,H30365,1509.0,295.6,35.8,60.0,0,1509.0,295.6,35.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2025-12-03 10:03:55.706345+00:00,H30368,1414.0,295.6,42.5,69.0,0,1414.0,295.6,42.5,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
2025-12-03 10:05:55.706345+00:00,H30370,1632.0,295.6,32.2,76.0,0,1632.0,295.6,32.2,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
2025-12-03 10:35:55.706345+00:00,H30400,1638.0,296.4,32.5,146.0,0,1638.0,296.4,32.5,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
2025-12-03 10:37:55.706345+00:00,H30402,1774.0,296.3,25.9,154.0,0,1774.0,296.3,25.9,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
2025-12-03 10:53:55.706345+00:00,H30418,1424.0,296.3,42.0,196.0,0,1424.0,296.3,42.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
2025-12-03 11:22:55.706345+00:00,H30447,1556.0,296.4,38.0,62.0,0,1556.0,296.4,38.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
2025-12-03 11:26:55.706345+00:00,H30451,1596.0,296.4,35.1,75.0,0,1596.0,296.4,35.1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
2025-12-03 11:34:55.706345+00:00,H30459,1403.0,296.4,52.8,94.0,0,1403.0,296.4,52.8,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
2025-12-03 11:43:55.706345+00:00,H30468,1627.0,296.8,30.5,117.0,0,1627.0,296.8,30.5,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
2025-12-03 11:49:55.706345+00:00,H30474,1424.0,296.7,53.8,133.0,0,1424.0,296.7,53.8,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
